<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;11/09/18-открытие;11/09/18-закрытие;11/09/18-мин;11/09/18-макс;11/10/18-открытие;11/10/18-закрытие;11/10/18-мин;11/10/18-макс;13/11/18-открытие;13/11/18-закрытие;13/11/18-мин;13/11/18-макс;11/12/18-открытие;11/12/18-закрытие;11/12/18-мин;11/12/18-макс
SPFB,RTS-12,18;1;13,11,2018;12:33;110980;111000;110950;110980;702;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:34;110990;110990;110940;110960;130;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:35;110960;110960;110800;110830;2147;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:36;110830;110850;110700;110750;1339;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:37;110760;110810;110740;110800;439;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:38;110790;110930;110780;110860;940;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:39;110860;110880;110790;110800;536;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:40;110800;110810;110720;110740;426;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:41;110730;110750;110580;110650;2061;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:42;110660;110680;110640;110670;388;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:43;110670;110680;110610;110660;413;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:44;110660;110660;110590;110610;292;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:45;110620;110670;110610;110640;290;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:46;110630;110670;110600;110650;670;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:47;110650;110660;110600;110600;308;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:48;110600;110630;110510;110520;773;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:49;110520;110570;110490;110490;478;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:50;110500;110510;110430;110440;1045;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:51;110440;110460;110230;110280;4765;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:52;110290;110370;110270;110360;1229;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:53;110370;110400;110340;110400;1212;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:54;110400;110420;110370;110370;493;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:55;110370;110450;110330;110330;1079;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:56;110330;110360;110280;110300;1310;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:57;110300;110340;110270;110320;422;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:58;110330;110360;110320;110340;442;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;12:59;110330;110430;110330;110400;1032;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:00;110390;110410;110340;110380;374;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:01;110380;110400;110330;110360;541;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:02;110350;110420;110350;110410;543;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:03;110410;110430;110360;110420;430;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:04;110420;110430;110370;110430;472;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:05;110430;110430;110350;110390;496;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:06;110390;110490;110360;110490;900;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:07;110490;110660;110490;110570;2754;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:08;110580;110600;110510;110510;536;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:09;110520;110550;110500;110500;356;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:10;110500;110500;110470;110480;457;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:11;110470;110500;110450;110470;443;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:12;110470;110520;110440;110510;451;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:13;110520;110540;110440;110440;274;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:14;110440;110530;110430;110440;262;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:15;110450;110470;110430;110460;250;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:16;110460;110490;110330;110340;778;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:17;110340;110360;110250;110280;887;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:18;110270;110420;110270;110370;775;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:19;110370;110390;110350;110380;302;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:20;110380;110400;110370;110390;83;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:21;110390;110400;110290;110300;618;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:22;110300;110400;110160;110260;2204;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:23;110280;110350;110240;110300;542;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:24;110290;110350;110270;110340;371;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:25;110350;110510;110320;110470;1199;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:26;110490;110610;110480;110590;1046;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:27;110590;110600;110520;110540;540;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:28;110550;110590;110520;110560;293;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:29;110550;110580;110530;110540;314;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:30;110560;110580;110540;110570;445;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:31;110570;110580;110440;110510;766;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:32;110500;110540;110490;110520;247;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:33;110530;110530;110470;110480;292;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:34;110480;110530;110470;110490;160;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:35;110500;110520;110420;110440;500;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:36;110430;110440;110360;110380;662;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:37;110380;110440;110380;110410;220;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:38;110400;110480;110380;110420;288;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:39;110410;110420;110330;110380;597;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:40;110370;110550;110370;110550;858;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:41;110540;110550;110480;110530;284;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:42;110540;110590;110520;110540;1262;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:43;110530;110580;110460;110470;461;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:44;110490;110500;110440;110480;285;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:45;110500;110500;110450;110460;107;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:46;110480;110520;110450;110470;357;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:47;110470;110500;110460;110500;116;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:48;110490;110570;110450;110550;305;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:49;110570;110630;110550;110560;667;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:50;110560;110720;110550;110660;1538;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:51;110650;110720;110650;110710;414;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:52;110720;110720;110630;110660;342;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:53;110660;110670;110610;110640;308;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:54;110630;110670;110620;110630;174;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:55;110620;110660;110610;110660;175;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:56;110640;110660;110580;110600;254;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:57;110600;110660;110600;110630;120;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:58;110640;110650;110620;110640;92;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;13:59;110640;110660;110620;110640;137;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:00;110640;110720;110640;110700;509;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:06;110690;110850;110680;110830;1540;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:07;110850;111000;110850;110940;2879;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:08;110940;110940;110840;110840;888;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:09;110850;110890;110820;110860;862;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:10;110860;110870;110780;110790;576;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:11;110790;110840;110720;110750;835;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:12;110740;110790;110730;110770;338;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:13;110790;110800;110700;110730;283;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:14;110730;110780;110700;110750;277;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:15;110770;110810;110750;110790;301;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:16;110780;110810;110630;110630;1469;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:17;110640;110730;110630;110710;959;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:18;110700;110710;110670;110710;152;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:19;110700;110700;110600;110650;429;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:20;110660;110700;110650;110670;260;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:21;110680;110700;110610;110630;309;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:22;110620;110640;110590;110600;402;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:23;110620;110690;110600;110640;433;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:24;110650;110670;110620;110660;456;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:25;110660;110720;110640;110650;813;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:26;110650;110710;110650;110680;406;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:27;110690;110700;110630;110650;150;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:28;110650;110670;110630;110650;189;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:29;110670;110730;110640;110730;468;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:30;110730;110810;110720;110770;838;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:31;110780;110830;110760;110770;347;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:32;110770;110810;110750;110810;372;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:33;110810;110840;110790;110830;478;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:34;110840;110920;110840;110870;871;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:35;110870;110940;110860;110880;792;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:36;110880;110880;110850;110860;248;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:37;110860;110860;110810;110830;298;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:38;110820;110840;110820;110840;60;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:39;110840;110850;110780;110780;329;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:40;110780;110800;110660;110660;1257;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:41;110670;110710;110620;110690;761;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:42;110680;110720;110680;110710;111;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:43;110700;110710;110660;110690;90;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:44;110690;110720;110650;110670;563;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:45;110680;110690;110630;110640;268;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:46;110640;110690;110640;110680;135;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:47;110680;110720;110680;110690;230;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:48;110700;110700;110540;110540;743;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:49;110540;110550;110470;110550;1174;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:50;110530;110600;110520;110590;410;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:51;110580;110580;110540;110560;156;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:52;110560;110600;110480;110500;503;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:53;110510;110550;110500;110510;197;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:54;110520;110550;110510;110520;167;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:55;110510;110570;110510;110560;164;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:56;110570;110570;110490;110550;333;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:57;110560;110630;110530;110610;862;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:58;110620;110640;110590;110590;522;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;14:59;110600;110740;110600;110720;1158;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:00;110710;110710;110660;110660;446;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:01;110660;110740;110660;110720;323;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:02;110730;110740;110690;110690;445;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:03;110690;110700;110670;110690;173;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:04;110690;110820;110690;110820;751;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:05;110820;110840;110770;110790;870;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:06;110800;110830;110750;110780;443;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:07;110780;110780;110720;110770;261;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:08;110760;110760;110720;110720;164;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:09;110730;110750;110710;110720;209;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:10;110720;110740;110690;110710;231;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:11;110710;110790;110710;110780;359;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:12;110790;110820;110780;110790;186;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:13;110810;110840;110800;110810;298;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:14;110800;110810;110750;110760;427;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:15;110750;110850;110750;110840;523;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:16;110850;110880;110830;110870;408;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:17;110870;110890;110850;110860;243;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:18;110860;110860;110820;110820;239;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:19;110820;110820;110690;110710;1455;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:20;110720;110760;110710;110760;359;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:21;110750;110760;110670;110710;379;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:22;110720;110740;110630;110640;750;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:23;110620;110700;110620;110680;498;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:24;110670;110720;110660;110700;151;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:25;110710;110720;110680;110710;208;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:26;110720;110760;110710;110730;306;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:27;110730;110810;110730;110780;380;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:28;110780;110890;110750;110830;1407;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:29;110830;110880;110810;110880;430;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:30;110880;111090;110880;111050;3575;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:31;111050;111290;111050;111260;3852;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:32;111270;111470;111270;111300;7093;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:33;111320;111340;111230;111250;2219;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:34;111240;111320;111220;111270;2195;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:35;111270;111310;111190;111220;1608;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:36;111220;111260;111130;111130;2476;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:37;111130;111240;111120;111230;1995;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:38;111230;111340;111210;111300;1555;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:39;111310;111320;111250;111290;499;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:40;111300;111330;111220;111240;558;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:41;111230;111340;111230;111280;1205;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:42;111280;111310;111260;111280;517;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:43;111280;111290;111220;111220;351;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:44;111220;111240;111160;111180;709;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:45;111180;111240;111150;111210;983;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:46;111210;111320;111200;111220;1376;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:47;111220;111230;111180;111190;497;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:48;111190;111200;111120;111140;937;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:49;111140;111160;111110;111130;307;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:50;111120;111170;111120;111120;365;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:51;111120;111160;111120;111130;257;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:52;111130;111150;111070;111120;567;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:53;111110;111110;111030;111040;675;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:54;111050;111090;110970;110980;852;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:55;110980;111010;110960;110960;176;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:56;110980;111070;110970;111020;776;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:57;111020;111070;111010;111060;354;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:58;111060;111150;111050;111120;861;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;15:59;111120;111130;111090;111090;172;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:00;111100;111120;111020;111060;849;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:01;111060;111100;111040;111090;562;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:02;111090;111140;111080;111090;451;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:03;111090;111150;111090;111110;156;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:04;111120;111260;111120;111140;1522;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:05;111130;111140;111050;111070;773;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:06;111080;111200;111080;111140;601;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:07;111140;111150;111070;111090;466;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:08;111120;111160;111100;111100;352;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:09;111100;111140;111070;111130;392;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:10;111140;111150;111110;111130;138;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:11;111140;111160;111080;111100;252;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:12;111100;111140;111100;111130;111;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:13;111150;111150;111050;111070;274;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:14;111080;111120;111060;111120;162;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:15;111110;111180;111100;111160;587;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:16;111170;111190;111120;111140;1190;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:17;111150;111180;111140;111140;645;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:18;111150;111190;111140;111170;601;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:19;111180;111200;111170;111180;388;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:20;111180;111210;111170;111210;231;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:21;111210;111340;111200;111310;1632;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:22;111310;111440;111310;111400;2281;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:23;111410;111460;111350;111370;1771;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:24;111370;111410;111330;111350;1066;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:25;111360;111380;111330;111340;612;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:26;111340;111340;111200;111270;2154;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:27;111260;111270;111180;111220;1089;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:28;111210;111290;111190;111290;563;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:29;111290;111340;111280;111320;583;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:30;111320;111370;111290;111370;342;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:31;111370;111510;111340;111480;2686;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:32;111480;111490;111320;111360;987;;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;13,11,2018;16:33;111360;111410;111330;111370;496;;;;;;;;;;;;;;;;;;
